date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:06:24	34761/34761	---M--	200	added ('OK')	image/png	etag:%221ce591d-87c9-57edc627fc980%22	http://themes.pixelstrap.com/tovo/main/assets/images/Contact-info.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/Contact-info.png	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:24	407/407	---M--	200	added ('OK')	image/png	etag:%221ce592b-197-57edc627fc980%22	http://themes.pixelstrap.com/tovo/main/assets/images/fax.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/fax.png	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:25	438505/438505	---M-Z	200	added ('OK')	application/x-javascript	etag:%222553f4e57479365efbf0fa7e5ace44ad%22	https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js	C:/Meus%20Sites/renoauto/connect.facebook.net/en_US/sdk/xfbml.customerchat.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:30	20495/20495	---M--	200	added ('OK')	application/javascript	etag:%221ce59eb-500f-56f707d5fbd80%22	http://themes.pixelstrap.com/tovo/main/assets/js/popper.min.js	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/js/popper.min.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:33	10830/10830	---M--	200	added ('OK')	application/javascript	etag:%221ce59ec-2a4e-57c800e5a2480%22	http://themes.pixelstrap.com/tovo/main/assets/js/script.js	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/js/script.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:33	86927/86927	---M--	200	added ('OK')	application/javascript	etag:%221ce59e7-1538f-56f850acb9180%22	http://themes.pixelstrap.com/tovo/main/assets/js/jquery-3.3.1.min.js	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/js/jquery-3.3.1.min.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:34	44342/44342	---M--	200	added ('OK')	application/javascript	etag:%221ce59ea-ad36-56a38e8342e80%22	http://themes.pixelstrap.com/tovo/main/assets/js/owl.carousel.min.js	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/js/owl.carousel.min.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:35	12473/12473	---M--	200	added ('OK')	application/javascript	etag:%221ce59ee-30b9-5709f84391e00%22	http://themes.pixelstrap.com/tovo/main/assets/js/tilt.jquery.js	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/js/tilt.jquery.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:36	81008/81008	---M--	200	added ('OK')	application/javascript	etag:%221ce59e5-13c70-5732482eadc00%22	http://themes.pixelstrap.com/tovo/main/assets/js/bootstrap.min.js	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/js/bootstrap.min.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:37	1591/1591	---M--	200	added ('OK')	application/javascript	etag:%221ce59e6-637-576746cf78d00%22	http://themes.pixelstrap.com/tovo/main/assets/js/contact.js	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/js/contact.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:37	23070/23070	---M--	200	added ('OK')	application/javascript	etag:%221ce59e9-5a1e-57672bb489a00%22	http://themes.pixelstrap.com/tovo/main/assets/js/jquery.validate.min.js	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/js/jquery.validate.min.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:37	17799/17799	---M--	200	added ('OK')	application/javascript	etag:%221ce59e4-4587-57672bfeec980%22	http://themes.pixelstrap.com/tovo/main/assets/js/additional-methods.min.js	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/js/additional-methods.min.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:37	880/880	---M--	200	added ('OK')	application/javascript	etag:%221ce59ed-370-5767360fc0900%22	http://themes.pixelstrap.com/tovo/main/assets/js/scroll.js	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/js/scroll.js	(from http://themes.pixelstrap.com/tovo/main/ltr/index-style-2.html)
17:06:38	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2016%20May%202020%2020:06:37%20GMT	http://themes.pixelstrap.com/tovo/main/assets/css/owl.video.play.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/css/owl.video.play.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/owl.carousel.min.css)
17:06:40	47173/47173	---M--	200	added ('OK')	image/png	etag:%221ce591b-b845-57edc627fc980%22	http://themes.pixelstrap.com/tovo/main/assets/images/1.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/1.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:41	3349/3349	---M--	200	added ('OK')	image/png	etag:%221ce5949-d15-57edc62bcd280%22	http://themes.pixelstrap.com/tovo/main/assets/images/screen1.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/screen1.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:44	19780/19780	---M--	200	added ('OK')	image/png	etag:%221ce59c8-4d44-57edc692cc580%22	http://themes.pixelstrap.com/tovo/main/assets/images/home2/home2-slider.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/home2/home2-slider.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:44	14407/14407	---M--	200	added ('OK')	image/png	etag:%221ce59ce-3847-57edc690e4100%22	http://themes.pixelstrap.com/tovo/main/assets/images/home3/home3-slider.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/home3/home3-slider.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:45	12241/12241	---M--	200	added ('OK')	image/png	etag:%221ce5922-2fd1-57edc627fc980%22	http://themes.pixelstrap.com/tovo/main/assets/images/about-bg.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/about-bg.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:46	75396/75396	---M--	200	added ('OK')	image/png	etag:%221ce5937-12684-57edc62f9db80%22	http://themes.pixelstrap.com/tovo/main/assets/images/lannd-bg.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/lannd-bg.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:48	19508/19508	---M--	200	added ('OK')	image/png	etag:%221ce594a-4c34-57edc62f9db80%22	http://themes.pixelstrap.com/tovo/main/assets/images/screenshot-bg.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/screenshot-bg.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:49	41210/41210	---M--	200	added ('OK')	image/png	etag:%221ce592c-a0fa-57edc629e4e00%22	http://themes.pixelstrap.com/tovo/main/assets/images/feature-bg.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/feature-bg.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:52	17129/17129	---M--	200	added ('OK')	image/png	etag:%221ce5948-42e9-57edc62db5700%22	http://themes.pixelstrap.com/tovo/main/assets/images/price.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/price.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:52	17846/17846	---M--	200	added ('OK')	image/png	etag:%221ce5947-45b6-57edc62bcd280%22	http://themes.pixelstrap.com/tovo/main/assets/images/price-bg.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/price-bg.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:55	65673/65673	---M--	200	added ('OK')	image/png	etag:%221ce594d-10089-57edc63186000%22	http://themes.pixelstrap.com/tovo/main/assets/images/team-bg.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/team-bg.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:56	11430/11430	---M--	200	added ('OK')	image/png	etag:%221ce591f-2ca6-57edc62f9db80%22	http://themes.pixelstrap.com/tovo/main/assets/images/Testimonial.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/Testimonial.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:56	64695/64695	---M--	200	added ('OK')	image/png	etag:%221ce594e-fcb7-57edc62db5700%22	http://themes.pixelstrap.com/tovo/main/assets/images/team-img-bg.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/team-img-bg.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:58	18357/18357	---M--	200	added ('OK')	image/png	etag:%221ce591e-47b5-57edc62614500%22	http://themes.pixelstrap.com/tovo/main/assets/images/Contact.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/Contact.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:06:59	833/833	---M--	200	added ('OK')	image/png	etag:%221ce593c-341-57edc629e4e00%22	http://themes.pixelstrap.com/tovo/main/assets/images/logoimage.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/logoimage.png	(from http://themes.pixelstrap.com/tovo/main/ltr/index.html)
17:06:59	9743/9743	---M--	200	added ('OK')	image/png	etag:%221ce5940-260f-57edc629e4e00%22	http://themes.pixelstrap.com/tovo/main/assets/images/main-banner3.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/main-banner3.png	(from http://themes.pixelstrap.com/tovo/main/ltr/index.html)
17:07:12	71296/71296	---M--	200	added ('OK')	image/jpeg	etag:%221ce596a-11680-57edc6838a180%22	http://themes.pixelstrap.com/tovo/main/assets/images/blog/10.jpg	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/blog/10.jpg	(from http://themes.pixelstrap.com/tovo/main/ltr/blog.html)
17:07:12	94477/94477	---M--	200	added ('OK')	image/jpeg	etag:%221ce5925-1710d-57edc6242c080%22	http://themes.pixelstrap.com/tovo/main/assets/images/auth-bg.jpg	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/auth-bg.jpg	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:07:12	144963/144963	---M--	200	added ('OK')	image/png	etag:%221ce5953-23643-57edc6373ed80%22	http://themes.pixelstrap.com/tovo/main/assets/images/testimonial-bg.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/testimonial-bg.png	(from http://themes.pixelstrap.com/tovo/main/assets/css/style.css)
17:07:16	12210/12210	---M--	200	added ('OK')	image/jpeg	etag:%221ce5973-2fb2-57edc68572600%22	http://themes.pixelstrap.com/tovo/main/assets/images/blog/blog-comment.jpg	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/blog/blog-comment.jpg	(from http://themes.pixelstrap.com/tovo/main/ltr/blog-details.html)
17:07:16	12821/12821	---M--	200	added ('OK')	image/jpeg	etag:%221ce5972-3215-57edc68572600%22	http://themes.pixelstrap.com/tovo/main/assets/images/blog/blog-comment-two.jpg	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/blog/blog-comment-two.jpg	(from http://themes.pixelstrap.com/tovo/main/ltr/blog-details.html)
17:07:18	10476/10476	---M--	200	added ('OK')	image/jpeg	etag:%221ce5971-28ec-57edc68572600%22	http://themes.pixelstrap.com/tovo/main/assets/images/blog/blog-comment-three.jpg	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/blog/blog-comment-three.jpg	(from http://themes.pixelstrap.com/tovo/main/ltr/blog-details.html)
17:07:19	6234/6234	---M--	200	added ('OK')	image/jpeg	etag:%221ce5969-185a-57edc6838a180%22	http://themes.pixelstrap.com/tovo/main/assets/images/blog/1.jpg	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/blog/1.jpg	(from http://themes.pixelstrap.com/tovo/main/ltr/blogs-leftside.html)
17:07:20	5103/5103	---M--	200	added ('OK')	image/jpeg	etag:%221ce596b-13ef-57edc6838a180%22	http://themes.pixelstrap.com/tovo/main/assets/images/blog/2.jpg	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/blog/2.jpg	(from http://themes.pixelstrap.com/tovo/main/ltr/blogs-leftside.html)
17:07:21	4464/4464	---M--	200	added ('OK')	image/jpeg	etag:%221ce596c-1170-57edc6838a180%22	http://themes.pixelstrap.com/tovo/main/assets/images/blog/3.jpg	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/blog/3.jpg	(from http://themes.pixelstrap.com/tovo/main/ltr/blogs-leftside.html)
17:07:24	5380/5380	---M--	200	added ('OK')	image/png	etag:%221ce5928-1504-57edc62614500%22	http://themes.pixelstrap.com/tovo/main/assets/images/down.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/down.png	(from http://themes.pixelstrap.com/tovo/main/ltr/download.html)
17:07:27	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2016%20May%202020%2020:07:25%20GMT	http://themes.pixelstrap.com/tovo/main/ltr/^([^:/?	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/ltr/^([^_/indexd41d.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
17:07:28	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2016%20May%202020%2020:07:26%20GMT	http://themes.pixelstrap.com/tovo/main/ltr/GET	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/ltr/GET	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
17:07:31	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2016%20May%202020%2020:07:29%20GMT	http://themes.pixelstrap.com/tovo/main/ltr/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/ltr/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
17:07:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2016%20May%202020%2020:07:30%20GMT	http://themes.pixelstrap.com/tovo/main/ltr/dialog/	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/ltr/dialog/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
17:07:33	262465/262465	---M--	200	added ('OK')	image/png	etag:%221ce5942-40141-57edc62f9db80%22	http://themes.pixelstrap.com/tovo/main/assets/images/mobile.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/mobile.png	(from http://themes.pixelstrap.com/tovo/main/ltr/index.html)
17:07:42	203934/203934	---M--	200	added ('OK')	image/png	etag:%221ce5954-31c9e-57edc6336e480%22	http://themes.pixelstrap.com/tovo/main/assets/images/thank-you.png	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/thank-you.png	(from http://themes.pixelstrap.com/tovo/main/ltr/thank-you.html)
17:08:19	1196354/1196354	---M--	200	added ('OK')	image/jpeg	etag:%221ce5974-124142-57edc68572600%22	http://themes.pixelstrap.com/tovo/main/assets/images/blog/blog-details.jpg	C:/Meus%20Sites/renoauto/themes.pixelstrap.com/tovo/main/assets/images/blog/blog-details.jpg	(from http://themes.pixelstrap.com/tovo/main/ltr/blog-details.html)
